Communication Skills,Core Branch,Programming Language,Other Technical Skills,Certification Course,Backlog,10th Score (%),12th Score (%),Attendance (%),Company,Eligibility
5,CS,"C++, Java, Kotlin","DBMS, Android Development",1,0,63.94629506931236,76.18065612460526,84.90363591770094,Company C,0
6,Cyber Security,"Kotlin, Python",DBMS,1,1,84.7637238108448,71.66055433377414,61.43098762856032,Company A,0
8,DS,"Java, Python, Kotlin, C++","DSA, Machine Learning, Web development, Data Analytics, Android Development",0,0,65.74766429046936,69.37622977633036,60.6917590306833,Company B,0
8,DS,C++,"Android Development, DBMS, Data Analytics, Web development, DSA, Machine Learning",1,0,80.89493055867204,81.3005947902608,72.81447881969225,Company A,0
10,CS,C++,DBMS,1,1,60.28879788014871,64.56993813032226,67.83135227441619,Company A,0
9,CS,"Java, Python","Android Development, Machine Learning, DBMS, Web development, Data Analytics, DSA",0,0,72.66385393650587,81.97100032512995,92.52204828573232,Company A,0
9,DS,"Kotlin, Python, C++, Java","DSA, Android Development, Machine Learning, DBMS, Web development",0,1,87.08762894690622,60.05334557963168,93.79222668144001,Company C,0
10,AIML,"Python, Kotlin, Java","Machine Learning, Data Analytics, DSA, Android Development",1,0,79.36155760911393,72.95398522983379,70.34475085241905,Company C,0
8,DS,"Kotlin, C++","Machine Learning, Data Analytics, Android Development, DBMS, DSA",0,0,99.13077943995953,68.79737255322325,73.0257910779957,Company A,0
8,DS,"C++, Kotlin, Java, Python","DBMS, DSA, Web development, Android Development, Machine Learning",1,0,94.96415184264843,98.84875159843128,69.44987870860459,Company A,0
8,AIML,"Kotlin, Java, Python","Machine Learning, DSA, Data Analytics, DBMS, Web development",0,0,74.36283116172605,89.08969278279916,96.33530189485056,Company A,0
6,DS,"Java, C++","Machine Learning, DBMS, Data Analytics, Android Development, Web development, DSA",1,0,61.81946165889099,73.98613521848951,80.10597338489129,Company C,0
8,DS,"Kotlin, Java, C++, Python","DBMS, Android Development, Web development",1,0,93.82505200460075,63.71380346122482,86.2454817632808,Company C,0
7,AIML,C++,"Machine Learning, DSA, Data Analytics, Web development, Android Development",1,0,96.44937241258685,80.67202378762497,76.61928346798413,Company C,0
5,AIML,Python,"DSA, Android Development",0,1,92.82509573676147,68.53791525304169,85.24056774018125,Company B,0
8,Cyber Security,"Kotlin, Java, Python, C++","DSA, Web development",1,0,65.11799763679059,81.4571818359343,75.43421506886945,Company A,0
10,CS,C++,Android Development,0,0,99.9166053764915,93.41449416715571,73.58713750916903,Company B,1
5,Cyber Security,"Python, C++, Java, Kotlin","Data Analytics, Web development, Android Development",1,0,70.34336886211095,84.63170208405542,85.3792029269392,Company A,0
6,AIML,"Python, Kotlin, C++",Web development,1,1,88.9681965123348,85.35153678180009,83.64248312195957,Company A,1
10,DS,"C++, Kotlin, Python, Java","DBMS, Android Development",1,1,96.32139505342886,81.64121156251247,71.74111816671798,Company A,0
5,AIML,"Java, C++, Python","Android Development, Machine Learning",1,0,69.42748457322838,97.09062530525637,65.97393801277893,Company C,1
10,DS,"Java, Kotlin","Machine Learning, Data Analytics, DBMS, DSA",1,0,96.33034218708264,97.27610737682413,74.74306775352551,Company B,0
6,Cyber Security,"Python, Kotlin, C++, Java","Machine Learning, Web development, DSA, Android Development, Data Analytics",0,0,72.37926316779468,80.50892804294209,76.60790556567636,Company C,0
7,Cyber Security,"C++, Python","DBMS, Data Analytics",0,1,99.05652889536225,72.23037948574017,85.1473733369842,Company C,0
6,Cyber Security,Java,"DSA, Web development, Data Analytics, Android Development, Machine Learning, DBMS",0,0,71.25040081521898,78.38348023517776,96.58115054547454,Company B,0
6,DS,"Kotlin, Python, Java","Data Analytics, DBMS, Machine Learning, DSA, Web development, Android Development",1,1,98.13743299031341,67.46231648782462,61.447391901317005,Company A,0
10,CS,"Kotlin, C++, Python, Java",DSA,1,0,62.141786035707,85.45377261272357,69.74644050167379,Company B,0
9,CS,"Python, Java",Android Development,0,1,88.37088046679253,80.00369343128932,67.74863769118241,Company C,1
8,CS,"Kotlin, Python, Java","Android Development, Machine Learning, Web development, DBMS, Data Analytics",1,1,81.28444535348015,64.1320191125312,80.09177634775135,Company B,0
8,AIML,"Python, C++, Java","Web development, Android Development, Machine Learning, Data Analytics, DBMS",1,0,79.11508308490923,67.90591124478462,77.1880322817264,Company B,0
7,AIML,Kotlin,"Web development, Data Analytics, Machine Learning, DBMS",1,0,68.9397725702336,79.18527824798107,89.16150495280753,Company B,0
7,DS,C++,"DSA, DBMS, Data Analytics",0,0,88.22383159105968,95.50355962875433,69.69663650179456,Company A,0
8,AIML,"Python, Kotlin, C++",DSA,0,0,67.63237965785228,82.6556288252439,83.77993462999035,Company C,0
9,DS,"Java, Kotlin, Python","Web development, Android Development, DSA, DBMS, Data Analytics",0,0,82.11367183939073,87.26140000833882,95.35429054399837,Company B,0
8,Cyber Security,"Java, Kotlin, Python, C++",Android Development,0,0,70.12981452161003,73.5611419897564,96.42710959673218,Company B,0
9,DS,"C++, Java, Python","DBMS, Web development, DSA, Machine Learning, Data Analytics",0,0,98.22485519125425,82.85645572176938,98.35138418900124,Company B,0
7,AIML,"Python, C++, Java, Kotlin","Data Analytics, Web development",1,1,61.14524775342611,77.89519290552269,90.93044608319954,Company C,1
5,Cyber Security,"Python, C++, Kotlin",DBMS,1,0,67.98913120444946,86.36519650492643,96.2395162503566,Company A,0
10,Cyber Security,C++,"Web development, DSA",1,0,69.69242425549791,62.02302264316042,69.38123487941097,Company B,0
7,DS,"Kotlin, Python, Java, C++",Android Development,1,1,76.56271303071266,79.73200864955837,67.90323777401908,Company C,1
7,CS,"Kotlin, Java","Web development, Data Analytics, Android Development",0,0,69.30920967480213,71.83970500575867,60.259523351221056,Company A,1
6,AIML,C++,"DBMS, Web development, Machine Learning, Data Analytics",0,0,79.65396361075142,73.04740245111637,88.27377429716392,Company A,0
6,AIML,"Kotlin, Python, C++, Java","Machine Learning, Web development, DBMS, DSA, Android Development, Data Analytics",1,0,94.89862093034156,98.43669726232245,97.49868751254978,Company B,0
6,CS,"Java, C++, Python, Kotlin","Data Analytics, Machine Learning, Android Development, Web development, DSA, DBMS",0,0,88.48253685636683,67.30779250845531,67.47741380166705,Company B,0
10,AIML,"Kotlin, Python","DSA, Android Development, Machine Learning, Data Analytics, Web development, DBMS",1,1,83.19847922140444,72.44981010314388,85.47774301707516,Company A,0
6,CS,"C++, Python, Java, Kotlin","Data Analytics, DSA",1,1,63.56012711930718,80.39570302923487,89.8583903688711,Company C,0
9,CS,"Kotlin, Python, Java","Android Development, Machine Learning, DSA, Data Analytics, Web development",1,0,87.75968433557102,94.52107792598494,97.10456940592226,Company B,0
8,Cyber Security,"Python, Java","Android Development, DSA, Data Analytics, DBMS, Machine Learning, Web development",1,0,66.6565713724376,76.66680332825482,85.87440896068887,Company B,0
5,Cyber Security,Java,"Web development, Data Analytics, Android Development",0,1,91.45469543846792,89.75461123552684,98.8117493099501,Company A,0
7,DS,Python,"DBMS, Web development, Android Development, DSA, Machine Learning, Data Analytics",1,0,70.00227034040613,94.2549639285921,73.7869256405019,Company A,0
9,Cyber Security,"C++, Kotlin, Python",Android Development,0,1,76.68194913283604,72.40065423287396,73.99714135085631,Company C,0
5,CS,Java,"Web development, Machine Learning",1,1,74.01880809271711,75.71000734154839,81.72050040057383,Company A,1
9,DS,"Java, Kotlin, C++, Python",DBMS,1,1,94.35255658699427,74.26224894753425,75.34007524463628,Company B,0
9,AIML,"Python, C++, Kotlin, Java",Machine Learning,1,0,65.06177834853632,93.31423234471684,60.0570291315013,Company A,0
7,CS,"C++, Kotlin, Python",DBMS,1,0,82.62579529539154,61.773874478144045,89.2708810034795,Company A,0
8,DS,Java,"DSA, Machine Learning, Data Analytics, DBMS",0,0,65.68246437772248,72.3368435531472,90.06868165913934,Company B,0
6,Cyber Security,Kotlin,"Web development, Android Development, DSA, Data Analytics",1,1,88.19183344528747,87.1763423038052,89.87898418747082,Company B,0
10,CS,"Kotlin, Python, C++","Machine Learning, Web development, Data Analytics, DSA, DBMS",0,0,96.20312511177924,82.6177399826137,73.80082666441866,Company C,0
8,DS,"Kotlin, C++","Web development, Data Analytics",1,0,77.38430615469014,77.45157437174777,80.89157893244688,Company C,1
10,AIML,C++,"DSA, DBMS, Machine Learning",1,1,79.52369041059903,81.59792908885538,74.39894072706677,Company C,0
7,CS,"Java, Python","Web development, DSA, Android Development",1,0,97.09691345931049,67.90338343313273,60.64145600122583,Company A,0
7,CS,Python,"DBMS, DSA, Machine Learning",0,0,80.83965554597428,77.22866486432042,82.49795765085675,Company C,0
7,DS,Kotlin,Data Analytics,1,0,79.50393752198244,80.06811936705397,64.95042664336044,Company B,1
5,DS,C++,"Machine Learning, Web development, DSA, Data Analytics",1,1,83.13316410817217,96.04756487818406,63.20165296365762,Company B,0
10,Cyber Security,C++,"Machine Learning, Data Analytics",1,0,87.56918945451808,70.43340651215905,90.21996274787149,Company A,0
8,Cyber Security,"Kotlin, Java, Python, C++",Data Analytics,1,1,64.27533500348126,94.7131400865973,60.38024809672422,Company B,0
8,CS,"Python, Kotlin","Web development, DBMS, Android Development, Machine Learning",1,1,92.84442110966064,85.76965603303927,98.36033774434904,Company A,0
9,AIML,"Python, Java","DBMS, Data Analytics, Android Development, Web development",0,1,77.42020109813038,60.81363324270404,80.61021456450308,Company B,0
9,Cyber Security,Python,"Web development, Data Analytics, Android Development, DBMS, DSA, Machine Learning",0,0,62.89394039589942,88.98525347597575,99.32065722824593,Company C,0
9,AIML,Kotlin,"Android Development, Machine Learning, Web development, DSA, Data Analytics, DBMS",1,0,91.44730676792852,61.42207510196221,62.31990289890834,Company B,0
7,DS,"Python, Kotlin","Machine Learning, Android Development",1,0,75.07799886745089,99.89524507255253,83.34118195463653,Company A,1
8,DS,"C++, Java, Python, Kotlin","Android Development, Web development",0,1,64.01469980380216,94.90546750764791,73.97308143903645,Company B,1
10,Cyber Security,"C++, Kotlin, Java","DSA, Web development",1,1,85.35116158173003,71.89374990160182,93.73929971257144,Company B,0
7,CS,"Kotlin, Java, Python",DSA,0,0,95.20525413734566,70.29644920786822,74.44890940937145,Company C,0
5,DS,"C++, Java","DSA, Machine Learning, Web development, Android Development, Data Analytics",1,1,95.51014037655946,75.25764328422436,70.41950316229396,Company A,0
9,AIML,Java,"Web development, Data Analytics",1,0,98.30653899235892,74.24667861257772,94.30212508399653,Company A,1
7,CS,Kotlin,"Machine Learning, Android Development, Data Analytics, DBMS, DSA, Web development",0,0,94.70821839066753,74.89351273541524,74.98612366613044,Company B,0
7,Cyber Security,"C++, Python, Kotlin, Java","Machine Learning, Android Development, DSA, DBMS, Web development",1,0,60.08563677381901,72.73106184477922,60.67333279442246,Company A,0
5,DS,"Kotlin, Python, C++",Web development,0,0,75.20964665653561,84.84533627393326,75.61156403357336,Company C,1
6,Cyber Security,"Java, Kotlin, C++, Python","Android Development, DBMS, Machine Learning, Data Analytics, DSA",0,0,92.74170319622013,66.57054654882496,86.18089076043768,Company C,0
8,CS,"Python, C++, Kotlin","Android Development, DBMS, Machine Learning",0,0,74.65012023993897,93.83925169784052,70.17438155225527,Company A,0
10,CS,"Python, C++","DSA, Android Development, Data Analytics, DBMS, Machine Learning",1,0,84.06194025518825,92.49609936125262,77.27950369700629,Company B,0
6,CS,"Kotlin, C++, Python","Web development, DSA",0,1,84.25267789498128,79.05932831421082,62.26860553128902,Company C,0
9,AIML,"C++, Java, Kotlin, Python",Android Development,0,0,74.60101216155292,94.1091986111419,83.52371166055829,Company A,1
7,CS,"Java, C++, Python, Kotlin","DSA, Data Analytics",1,1,96.1789570912515,69.88580280121172,90.25179695441575,Company B,0
5,CS,"Kotlin, Java, Python, C++","Machine Learning, DBMS, Data Analytics, Web development, DSA, Android Development",1,1,80.1291338154447,60.70261822815868,76.53250245604441,Company B,0
5,DS,"Python, Kotlin","Machine Learning, DSA, Web development",1,0,78.59136823750003,84.76831700119291,76.8093053120584,Company A,0
8,AIML,"Python, Java, C++","DSA, Web development, DBMS, Data Analytics, Machine Learning, Android Development",1,1,99.90054982647584,78.31637627858862,63.53129994339666,Company C,0
6,AIML,"Java, Python, Kotlin","Android Development, DSA",1,1,79.74001456290466,82.68658185183483,68.0776345804793,Company B,0
8,Cyber Security,"Java, Python, Kotlin, C++","Data Analytics, DSA",1,1,67.13593007714324,95.97357636073612,66.18701212511651,Company B,0
7,CS,"Python, Java, C++","DSA, Data Analytics",0,0,80.52277691453753,98.79702294263774,79.26751074646151,Company C,0
8,DS,Java,"Web development, Data Analytics, DBMS, Machine Learning",1,0,92.56066942079721,85.37812559022413,81.17022163803,Company B,0
10,Cyber Security,Python,"Web development, Machine Learning, DSA",0,0,91.07441307593126,90.56222359409753,97.95760525137041,Company B,0
5,CS,Java,"Android Development, DSA",1,0,91.54327060433884,63.35233733948657,62.92926017108935,Company C,0
5,AIML,"Kotlin, Python, Java","DSA, Machine Learning",0,0,88.32095135991648,66.42862339566022,83.99471892620188,Company B,0
9,CS,"Kotlin, Python","Data Analytics, Web development, Machine Learning, Android Development, DSA, DBMS",0,1,70.16871316266753,89.32819219811907,81.05994109312965,Company A,0
9,CS,"Java, C++","Web development, Android Development, DBMS, Machine Learning, DSA, Data Analytics",1,1,94.48336343360926,77.25461825552009,80.64932391743316,Company A,0
7,DS,"Java, Python","Data Analytics, DSA",1,0,95.7377386150506,77.83861081617623,94.92637149531305,Company B,0
10,DS,"Java, C++",Data Analytics,0,1,67.76610786474197,72.34430726541747,68.22153882781946,Company A,1
6,DS,Python,"Machine Learning, Data Analytics, DBMS, Web development",1,1,65.21822546205576,84.29425533910975,61.630930973654856,Company C,0
8,Cyber Security,Java,"Android Development, Data Analytics, Web development, DSA, DBMS, Machine Learning",1,1,99.02419874356448,67.4066018166481,86.89086030536771,Company B,0
7,DS,"C++, Kotlin, Python, Java",DSA,0,1,94.73295854601471,85.07665117255583,73.8062985654392,Company B,0
9,Cyber Security,"Java, C++, Python","Web development, Machine Learning, DSA, Android Development",0,0,95.72944588839786,66.95195428540958,60.703596648500984,Company C,0
8,CS,"C++, Kotlin, Java","Data Analytics, Android Development",0,0,95.45505538497581,62.55304138838854,70.05496029161655,Company B,1
9,Cyber Security,"Python, Java","Android Development, Machine Learning, Web development",1,0,81.66747296134913,73.21430754796245,72.37307096867248,Company C,0
8,Cyber Security,Python,"Web development, Data Analytics, Machine Learning, Android Development, DSA",1,1,85.856069466632,69.2456136803939,84.67353507136968,Company B,0
6,DS,"C++, Java","Data Analytics, DSA, Android Development, DBMS, Web development",1,1,81.81451408534566,95.5596655422533,66.90343176197088,Company C,0
7,DS,"Kotlin, Java, Python, C++","Data Analytics, DSA",1,0,62.048253967613164,62.19813815474507,76.52217391813592,Company B,0
8,AIML,"Kotlin, Java, Python","DSA, Web development, DBMS, Data Analytics, Machine Learning, Android Development",0,0,89.82012341411091,67.06454770296492,79.2990177767133,Company B,0
10,Cyber Security,"Java, Python, Kotlin",Data Analytics,1,1,80.21328133343522,81.94878422332198,78.36949565456364,Company B,0
5,CS,"Kotlin, C++","DSA, Machine Learning, DBMS",0,0,85.9083629916092,79.24268763389895,98.95763066667126,Company A,0
10,AIML,"Kotlin, Java, Python, C++","DBMS, Android Development, Machine Learning, Web development",1,0,80.10559219902142,61.83408073498806,61.820169511611844,Company C,0
10,AIML,"Java, Kotlin, Python","Data Analytics, Web development",1,1,79.67245289289824,60.29009712060578,98.03872745809598,Company A,1
5,AIML,"Python, C++, Kotlin, Java","DBMS, Machine Learning, Data Analytics",0,1,66.87156437911068,99.52271767844599,83.27748855976134,Company C,0
10,DS,"Python, Kotlin, C++, Java","DSA, DBMS, Machine Learning",1,0,71.14854860564596,86.35338801435353,91.82910859879354,Company A,0
8,DS,"C++, Java","Machine Learning, DSA, DBMS, Data Analytics, Android Development, Web development",1,1,66.35410767775824,74.61624523606227,77.21570472064302,Company C,0
8,DS,Python,"DSA, Data Analytics, DBMS, Machine Learning",0,0,67.8266518250137,78.81728990652965,78.15351525027921,Company A,0
8,CS,"Python, Kotlin","DSA, Android Development, Machine Learning",1,1,98.9190952168122,70.66200481817148,95.17305996063294,Company B,0
5,Cyber Security,Kotlin,"Data Analytics, DSA, Web development, DBMS, Machine Learning, Android Development",0,1,66.12453783088793,73.79495134772839,95.83737985167608,Company A,0
10,AIML,"Kotlin, Python, Java, C++",Machine Learning,0,0,70.77081697220831,85.96177869072855,69.5475552572519,Company A,0
5,DS,Java,"Machine Learning, Data Analytics, Android Development, Web development, DSA, DBMS",0,1,83.6235863095434,95.31247195469483,67.96967514338473,Company B,0
8,Cyber Security,"Python, Java, Kotlin, C++",Android Development,0,0,84.40714304946567,67.3652009232474,79.84940695479804,Company A,0
10,AIML,"Python, Java, Kotlin",Data Analytics,1,1,66.15896518975316,93.61446021541275,96.01108108510766,Company C,1
10,Cyber Security,"Python, C++, Java","DBMS, Web development, DSA",1,0,91.7486970314085,64.86226518073076,72.89420373624705,Company B,0
9,AIML,"Python, C++, Java","Data Analytics, Web development, DBMS, DSA, Android Development, Machine Learning",1,1,91.408114716513,68.59968894353565,86.08058461356525,Company C,0
9,Cyber Security,"Python, Kotlin",Data Analytics,0,1,69.49270816815564,61.48701152198584,88.32606750962404,Company C,0
6,DS,"Python, Kotlin","DSA, Data Analytics, Web development, Machine Learning",1,0,71.54665210701842,65.63247448371997,91.14698659576624,Company B,0
7,Cyber Security,"Kotlin, Java, Python, C++","Web development, Data Analytics, DBMS",1,1,97.51951461837987,96.69212581856202,82.55697831683852,Company B,0
9,Cyber Security,"Python, Java, Kotlin","DSA, Machine Learning, DBMS, Web development, Data Analytics, Android Development",1,0,93.02685783917912,78.37754986473514,76.09820713115879,Company A,0
5,AIML,"C++, Kotlin","DSA, Web development, Android Development, Data Analytics, Machine Learning, DBMS",1,1,87.91188132250096,63.10663447113414,98.68063955195892,Company A,0
9,Cyber Security,"Kotlin, Python, C++","DSA, Machine Learning, Android Development, Data Analytics, Web development",0,1,63.28932886042402,98.38907352155846,84.4532301321141,Company A,0
6,CS,"Python, C++","DSA, Web development, Data Analytics, Machine Learning, Android Development, DBMS",0,0,76.73056323610302,95.159692310346,89.14260846533082,Company B,0
10,AIML,Python,"DSA, Web development, Data Analytics",1,1,82.37207488307308,90.18730083472565,73.79931382783514,Company B,0
6,Cyber Security,C++,"Machine Learning, Data Analytics, Web development, Android Development",0,1,67.49645151935108,97.33891167790232,86.7979672401232,Company A,0
10,CS,"Kotlin, Java, Python","Android Development, DBMS, Web development, DSA, Machine Learning, Data Analytics",1,0,77.92906328432898,68.80517683343056,70.31190648656504,Company B,0
10,AIML,"Kotlin, Python, C++, Java","DSA, DBMS, Machine Learning, Data Analytics, Web development",1,1,84.0410350995476,93.45477172040346,69.80387670114544,Company A,0
7,DS,"Kotlin, Java","Machine Learning, DBMS, DSA",1,0,73.09506720461597,87.59964785417225,88.58888807237705,Company B,0
9,AIML,"Kotlin, C++",Web development,0,0,91.23779275801948,94.79036998270753,80.8557894505174,Company C,1
5,AIML,Python,"Data Analytics, Machine Learning",1,0,93.61798326555223,91.87646262970519,87.33106441689559,Company B,1
5,Cyber Security,C++,"Web development, Data Analytics",0,1,72.94437877736283,73.859802527073,70.77753962992367,Company C,0
8,CS,"Python, Java, C++, Kotlin",Machine Learning,0,1,93.54628617969828,90.97594148069022,83.94893364226922,Company B,1
10,AIML,"Python, Kotlin, C++, Java","Web development, Data Analytics, DBMS, DSA, Android Development, Machine Learning",1,0,64.1430626441206,70.49825211939562,77.7573459881245,Company C,0
5,AIML,"Java, C++, Python, Kotlin","Web development, Machine Learning",0,1,93.50916394490625,73.14368652112219,83.87841147382112,Company A,1
7,AIML,"C++, Java, Kotlin","Web development, Android Development",0,0,66.11001726670466,64.31622868891904,71.63518928976877,Company A,1
10,Cyber Security,Kotlin,Web development,1,1,63.31708610038904,97.40306463921874,88.61803854596495,Company A,0
7,AIML,"Java, Python, C++","Android Development, DBMS, Data Analytics, DSA, Web development, Machine Learning",0,0,85.67101617764045,71.64013453601126,92.23717464637862,Company A,0
5,CS,Python,"Data Analytics, Android Development, Machine Learning, Web development, DSA, DBMS",0,0,78.87749463021177,80.82489860685807,70.39665895430895,Company B,0
5,Cyber Security,Python,Android Development,1,1,96.31562401651331,75.6533134586477,72.02482239422568,Company C,0
8,DS,"Java, Kotlin","Web development, DSA, DBMS, Android Development, Data Analytics, Machine Learning",1,0,74.52756784363396,98.39712482334006,86.44617078876372,Company B,0
5,DS,Kotlin,"DBMS, Web development, Android Development, DSA, Machine Learning, Data Analytics",0,0,71.48609053750515,73.40196683753929,87.82340697214177,Company B,0
10,Cyber Security,C++,"DBMS, Android Development, DSA",1,1,80.02939624576794,91.14183285690757,88.163987375898,Company C,0
10,CS,"C++, Kotlin, Python","Android Development, Web development, DSA",1,0,78.23784743074646,94.2166461852472,87.30794019103348,Company C,0
10,Cyber Security,Java,Machine Learning,0,0,73.77712184868753,77.42425989923863,75.71230867810155,Company B,0
8,Cyber Security,"Kotlin, Java, C++","Android Development, DSA, Machine Learning, Data Analytics",0,1,87.74965194793315,75.12687257811726,75.79414697614713,Company A,0
8,Cyber Security,"C++, Java, Python, Kotlin","Data Analytics, Android Development",1,0,90.38247335655633,89.90983283730512,70.19270494577526,Company B,0
5,Cyber Security,Python,"Web development, DSA, Android Development",0,0,94.11935876120546,96.51583921224936,66.27334799585452,Company B,0
6,AIML,Java,"DSA, Android Development",1,0,98.91426418841371,90.19726932288953,87.70309517587623,Company C,0
6,DS,"Python, Java, C++","Data Analytics, Web development, Android Development, Machine Learning, DSA",1,0,70.66624768530018,69.08505462367462,63.72755143889251,Company A,0
8,CS,"Java, Python, C++, Kotlin",DBMS,0,0,88.64373929959847,95.53230989750821,97.51169147147127,Company A,0
5,AIML,"C++, Python","DSA, Machine Learning, Web development, DBMS",0,0,75.7703294198298,75.50326669747332,93.06745214685805,Company B,0
6,DS,"Kotlin, C++, Java, Python","Android Development, DSA, Web development, DBMS, Data Analytics",1,0,87.08327887804433,83.04917647111736,94.30022959829024,Company C,0
5,Cyber Security,"C++, Kotlin, Java","DSA, Web development, Data Analytics, DBMS, Android Development",1,0,79.03926761396882,93.25742477170844,96.26675258460762,Company C,0
5,DS,"Kotlin, Java, Python, C++","Web development, DSA, Data Analytics, Machine Learning, Android Development, DBMS",1,1,99.75092411071726,67.53579069601969,76.3441988289296,Company B,0
5,DS,"Kotlin, Python, Java","DSA, Machine Learning, DBMS, Android Development, Web development",1,0,89.15608543163,91.38040542710212,93.86802893401604,Company B,0
9,AIML,"Java, Python, C++",DSA,0,0,98.09965201737299,83.8465119164271,66.32245201166597,Company C,0
10,AIML,"Java, Kotlin","Android Development, Data Analytics, Web development",1,1,93.39878197924743,95.73366567310433,60.86567178432943,Company A,1
5,CS,Java,DBMS,0,0,96.11604044653484,66.87881607374172,91.395655786554,Company A,0
9,Cyber Security,"Java, Kotlin, C++","Machine Learning, DBMS, Android Development",0,0,92.576767888587,76.82728948163714,62.99186591987757,Company A,0
8,Cyber Security,"Kotlin, Python, Java","Android Development, DBMS, DSA, Data Analytics, Web development",1,0,78.36636521503645,93.3137237146735,99.54098669303687,Company C,0
6,Cyber Security,"Java, Python","Android Development, DSA, Machine Learning, Web development, DBMS",0,0,70.07153813387538,60.769268138270405,86.99185718406224,Company C,0
10,DS,"C++, Python, Kotlin","Data Analytics, DBMS, Android Development, Web development",0,0,74.81280701802089,64.48805467062571,90.13798840968423,Company C,0
6,DS,C++,"DBMS, Android Development, Web development",1,0,60.809449305598015,99.62260851026939,69.83215425111464,Company B,0
10,Cyber Security,"Python, C++","DBMS, Data Analytics, DSA, Web development, Android Development",0,1,80.95972669858668,71.21576714361402,86.95461575678752,Company A,0
6,CS,Python,"Data Analytics, Android Development, DBMS, DSA, Web development, Machine Learning",0,1,80.20231201081634,99.02172774895814,61.72879749019829,Company C,0
10,DS,Java,"Android Development, Data Analytics",1,1,81.01001859321953,67.30126204034696,93.51302879694404,Company C,1
6,CS,"C++, Java","Android Development, Data Analytics, DBMS, Web development",1,1,98.96124899888255,74.44377772029343,66.7849637212629,Company A,0
6,DS,"Java, C++, Kotlin",Data Analytics,1,1,96.45816013819356,90.11477778014282,87.89432267335081,Company C,1
6,AIML,Python,"Data Analytics, Web development, Machine Learning, Android Development",1,0,66.46851113320432,86.31113628952714,68.97922004930913,Company A,1
6,AIML,Python,"DSA, Data Analytics",1,0,74.75530086223557,83.24489599716222,62.73812677704171,Company B,0
8,Cyber Security,Java,"DBMS, Machine Learning, Android Development",1,0,76.95824717853048,81.1959670322003,79.25974714197577,Company A,0
5,AIML,Java,Data Analytics,1,0,74.42131671406591,93.7376177465896,66.77144841091157,Company A,1
7,DS,"C++, Python",Web development,0,0,91.93983854415652,69.3979425133357,89.17775953306199,Company C,1
9,DS,"Java, Kotlin","DBMS, DSA, Data Analytics",0,1,80.96150679470348,77.69883707974074,69.5026337353394,Company B,0
7,AIML,"Java, Kotlin, Python, C++","DBMS, DSA, Data Analytics, Android Development",1,1,82.883992678865,66.21809168625829,73.69890224943316,Company A,0
7,AIML,"Java, Python, C++, Kotlin","Data Analytics, DSA, Android Development, DBMS, Machine Learning",0,0,94.12054235951702,83.83766382922818,82.69757005057892,Company B,0
10,AIML,Python,"DBMS, Web development, Android Development, Machine Learning",0,0,92.23712613661434,70.02177697085281,71.39873110309246,Company A,0
5,Cyber Security,"Python, C++, Kotlin","Data Analytics, Web development",1,0,65.28846091281198,73.35368257373543,75.11952464839847,Company B,0
10,AIML,Kotlin,"Machine Learning, Web development, DSA, Data Analytics, DBMS, Android Development",0,1,88.55658336334537,78.85002866494112,92.62487084161546,Company C,0
5,DS,"Python, Java, Kotlin","Android Development, DSA, DBMS, Data Analytics, Web development",1,1,77.41744515608141,61.07082342812512,67.16839398244103,Company C,0
5,AIML,C++,"Machine Learning, Web development, DBMS, Data Analytics",0,0,71.78595612250001,63.677517436833504,63.28806357927735,Company B,0
6,Cyber Security,"Kotlin, Python, Java, C++","Android Development, DBMS, Web development, Machine Learning, DSA, Data Analytics",1,1,62.00075283608746,87.43716882832878,73.13431140532077,Company C,0
8,Cyber Security,"Java, C++, Kotlin, Python","DBMS, Web development, Machine Learning, Android Development, DSA, Data Analytics",0,0,79.48998241381804,77.15879922870029,76.97507068055512,Company C,0
6,DS,"Python, Kotlin, C++","DSA, Web development, Android Development",0,1,74.21746722898126,94.59160887999582,81.70637128546271,Company A,0
8,DS,Java,"Data Analytics, Machine Learning",0,1,70.06052158705603,87.78688014576798,74.89694784700028,Company C,1
10,AIML,"Java, C++, Kotlin","Data Analytics, Web development",1,0,87.78686918387831,60.324037665892895,91.59646800891221,Company A,1
8,DS,"C++, Java, Kotlin, Python","Android Development, DBMS",0,1,90.77941549262349,84.66849323068539,61.57277950673893,Company C,0
10,CS,Python,"Web development, Data Analytics, DBMS, Machine Learning, DSA",0,1,69.79158076117699,63.74899464238866,77.27070152794232,Company C,0
7,DS,Java,DBMS,1,0,61.97789746717389,91.23732719161977,75.29023658625619,Company B,0
7,CS,"C++, Python, Java","Data Analytics, DSA, DBMS, Machine Learning, Android Development",1,1,93.9501080226094,99.66030753114008,85.90313963227436,Company C,0
8,CS,"Java, Python","DBMS, DSA, Machine Learning, Data Analytics",0,0,60.398389648172135,81.24795176966046,98.65105007589584,Company B,0
8,DS,"C++, Python, Java","DBMS, Data Analytics, Machine Learning, DSA, Android Development, Web development",0,1,97.48449975685888,87.31118000776522,80.41501626515449,Company C,0
10,CS,"Java, C++, Python, Kotlin","Web development, Data Analytics, DSA, Android Development, Machine Learning, DBMS",0,0,85.10479495930824,69.49256643579007,99.47507387766882,Company A,0
6,DS,"Python, Kotlin, Java, C++",DSA,0,0,72.87386540805281,77.50390975015173,72.0899757965279,Company B,0
